key,contrast,estimate,SE,df,t.ratio,p.value
Number_GSM,"1 %,48 h - 2 %,48 h",-10.488800835490618,7.636277486728182,70,-1.3735489384350046,0.903909014444281
Number_GSM,"1 %,48 h - 4 %,48 h",-11.226784277668155,7.636277486728183,70,-1.4701907175558062,0.8652782598098853
Number_GSM,"1 %,48 h - 1 %,1 mo",-4.2785536689046015,7.636277486728183,70,-0.5602931109222666,0.9997333072795545
Number_GSM,"1 %,48 h - 2 %,1 mo",0.1850453085102397,7.636277486728183,70,0.024232397111268893,1
Number_GSM,"1 %,48 h - 4 %,1 mo",-0.8301844156175999,7.636277486728187,70,-0.10871585233256077,0.9999999992980966
Number_GSM,"1 %,48 h - 1 %,3 mo",11.048161957157642,7.636277486728174,70,1.4467994355049711,0.8753421654489548
Number_GSM,"1 %,48 h - 2 %,3 mo",7.446171609960359,7.636277486728185,70,0.9751049019501676,0.9869749888882657
Number_GSM,"1 %,48 h - 4 %,3 mo",4.152120741434873,8.09949539083149,70,0.5126394350609808,0.9998629782462367
Number_GSM,"2 %,48 h - 4 %,48 h",-0.7379834421775375,7.636277486728182,70,-0.096641779120801935,0.9999999997257051
Number_GSM,"2 %,48 h - 1 %,1 mo",6.210247166586017,7.636277486728183,70,0.8132558275127376,0.996111309304124
Number_GSM,"2 %,48 h - 2 %,1 mo",10.673846144000859,7.636277486728173,70,1.3977813355462751,0.8949568804317728
Number_GSM,"2 %,48 h - 4 %,1 mo",9.658616419873018,7.636277486728183,70,1.2648330861024435,0.9380491079417068
Number_GSM,"2 %,48 h - 1 %,3 mo",21.53696279264826,7.6362774867281775,70,2.820348373939976,0.12793053442503388
Number_GSM,"2 %,48 h - 2 %,3 mo",17.934972445450978,7.636277486728177,70,2.348653840385174,0.32845149574870514
Number_GSM,"2 %,48 h - 4 %,3 mo",14.640921576925491,8.099495390831489,70,1.807633793272949,0.6770333039442613
Number_GSM,"4 %,48 h - 1 %,1 mo",6.948230608763554,7.636277486728181,70,0.9098976066335397,0.9917052135035774
Number_GSM,"4 %,48 h - 2 %,1 mo",11.411829586178396,7.636277486728177,70,1.4944231146670763,0.8543810936755022
Number_GSM,"4 %,48 h - 4 %,1 mo",10.396599862050556,7.636277486728179,70,1.361474865223246,0.9081852525412151
Number_GSM,"4 %,48 h - 1 %,3 mo",22.274946234825798,7.636277486728177,70,2.916990153060778,0.10218361551488708
Number_GSM,"4 %,48 h - 2 %,3 mo",18.672955887628515,7.636277486728179,70,2.445295619505975,0.2768204431284843
Number_GSM,"4 %,48 h - 4 %,3 mo",15.378905019103028,8.09949539083149,70,1.8987485364226173,0.6168591307503599
Number_GSM,"1 %,1 mo - 2 %,1 mo",4.463598977414842,7.636277486728179,70,0.5845255080335359,0.999634809042993
Number_GSM,"1 %,1 mo - 4 %,1 mo",3.4483692532870016,7.636277486728178,70,0.4515772585897061,0.9999476585661925
Number_GSM,"1 %,1 mo - 1 %,3 mo",15.326715626062244,7.636277486728175,70,2.0070925464272382,0.5438351126024765
Number_GSM,"1 %,1 mo - 2 %,3 mo",11.72472527886496,7.636277486728182,70,1.5353980128724347,0.8348896818863337
Number_GSM,"1 %,1 mo - 4 %,3 mo",8.430674410339474,8.099495390831486,70,1.0408888459746368,0.9803135071015492
Number_GSM,"2 %,1 mo - 4 %,1 mo",-1.0152297241278396,7.636277486728181,70,-0.13294824944382977,0.9999999965077848
Number_GSM,"2 %,1 mo - 1 %,3 mo",10.863116648647402,7.636277486728171,70,1.4225670383937028,0.8852899386589526
Number_GSM,"2 %,1 mo - 2 %,3 mo",7.26112630145012,7.636277486728174,70,0.9508725048389002,0.988929164358292
Number_GSM,"2 %,1 mo - 4 %,3 mo",3.967075432924633,8.099495390831489,70,0.4897929119652694,0.9999029029069249
Number_GSM,"4 %,1 mo - 1 %,3 mo",11.878346372775242,7.6362774867281775,70,1.5555152878375313,0.8248446160560784
Number_GSM,"4 %,1 mo - 2 %,3 mo",8.27635602557796,7.636277486728183,70,1.0838207542827287,0.9747471576114803
Number_GSM,"4 %,1 mo - 4 %,3 mo",4.982305157052473,8.099495390831494,70,0.6151377236034193,0.9994680303118394
Number_GSM,"1 %,3 mo - 2 %,3 mo",-3.601990347197283,7.636277486728172,70,-0.4716945335548023,0.9999270370823621
Number_GSM,"1 %,3 mo - 4 %,3 mo",-6.89604121572277,8.099495390831489,70,-0.851416154088931,0.9946826981978015
Number_GSM,"2 %,3 mo - 4 %,3 mo",-3.2940508685254866,8.099495390831489,70,-0.40669828298862964,0.9999765530741225
Weight_GSM,"1 %,48 h - 2 %,48 h",-1.2063970053929662,1.2482231818503815,70,-0.9664914279228402,0.9876980103644849
Weight_GSM,"1 %,48 h - 4 %,48 h",-1.1866878516858481,1.2482231818503815,70,-0.9507016605209073,0.9889420772501119
Weight_GSM,"1 %,48 h - 1 %,1 mo",-4.984119155148709,1.2482231818503815,70,-3.9929711510085792,0.00473908410046997
Weight_GSM,"1 %,48 h - 2 %,1 mo",-3.680261801911121,1.2482231818503815,70,-2.948400458686767,0.0947856003548051
Weight_GSM,"1 %,48 h - 4 %,1 mo",-3.9111286435487784,1.2482231818503813,70,-3.1333568390797497,0.05967947224741543
Weight_GSM,"1 %,48 h - 1 %,3 mo",-7.956770673224068,1.24822318185038,70,-6.374477568529742,5.941928544750397e-7
Weight_GSM,"1 %,48 h - 2 %,3 mo",-7.585762880836873,1.248223181850381,70,-6.07724883749687,1.998981916329079e-6
