key,contrast,estimate,SE,df,t.ratio,p.value
Number_GSM,"Control,48 h - Treated,48 h",2.8667148622057144,3.0986286662560727,109,0.9251559870416584,0.35692849837288565
Number_GSM,"Control,48 h - Control,1 mo",15.469109931818087,3.795029567344083,109,4.0761500423945325,8.725074068114354e-5
Number_GSM,"Control,48 h - Treated,1 mo",5.845094230241232,3.098628666256069,109,1.886348723838404,0.0619092937344155
Number_GSM,"Control,48 h - Control,3 mo",14.806831007162986,4.0252367128086854,109,3.678499443286464,3.661883101222042e-4
Number_GSM,"Control,48 h - Treated,3 mo",10.07636312314293,3.1413703910683997,109,3.207632933636933,0.0017573137899813218
Number_GSM,"Treated,48 h - Control,1 mo",12.602395069612372,3.0986286662560802,109,4.067087872403641,9.024569509241622e-5
Number_GSM,"Treated,48 h - Treated,1 mo",2.978379368035517,2.191061342288707,109,1.3593318044324605,0.17684714897821574
Number_GSM,"Treated,48 h - Control,3 mo",11.94011614495727,3.3766523049421164,109,3.536081025423182,5.975726360244941e-4
Number_GSM,"Treated,48 h - Treated,3 mo",7.2096482609372154,2.2511015366280853,109,3.202720154390066,0.001784912124099637
Number_GSM,"Control,1 mo - Treated,1 mo",-9.624015701576855,3.0986286662560842,109,-3.105895135606896,0.002418380421119438
Number_GSM,"Control,1 mo - Control,3 mo",-0.6622789246551015,4.0252367128086854,109,-0.16453167152820283,0.8696173436578964
Number_GSM,"Control,1 mo - Treated,3 mo",-5.392746808675158,3.141370391068407,109,-1.7166860756082436,0.08887696900855808
Number_GSM,"Treated,1 mo - Control,3 mo",8.961736776921754,3.3766523049421258,109,2.654030077010062,0.00914362028934548
Number_GSM,"Treated,1 mo - Treated,3 mo",4.231268892901698,2.251101536628084,109,1.8796437317704022,0.06282702839502413
Number_GSM,"Control,3 mo - Treated,3 mo",-4.730467884020056,3.415917023437233,109,-1.3848310282607712,0.1689321617961129
Weight_GSM,"Control,48 h - Treated,48 h",0.7396975913166902,0.836422177559354,109,0.884359132459995,0.37844895115497346
Weight_GSM,"Control,48 h - Control,1 mo",0.5663509294208815,1.0244037722840034,109,0.5528590822719732,0.5814919724758678
Weight_GSM,"Control,48 h - Treated,1 mo",-2.6544439898598937,0.8364221775593532,109,-3.173569593294927,0.0019571533130546275
Weight_GSM,"Control,48 h - Control,3 mo",-7.2160539550852985,1.0865442810826504,109,-6.6412884230499145,1.2613722386495766e-9
Weight_GSM,"Control,48 h - Treated,3 mo",-6.963636354040754,0.8479595801947476,109,-8.212226757838437,4.842525785905921e-13
Weight_GSM,"Treated,48 h - Control,1 mo",-0.17334666189580872,0.836422177559356,109,-0.2072478068451351,0.8362030217782991
Weight_GSM,"Treated,48 h - Treated,1 mo",-3.394141581176584,0.5914397936870405,109,-5.738777839105952,8.678443476981602e-8
Weight_GSM,"Treated,48 h - Control,3 mo",-7.955751546401989,0.9114699365293661,109,-8.728484865551753,3.347403039774024e-14
Weight_GSM,"Treated,48 h - Treated,3 mo",-7.7033339453574445,0.6076466243529128,109,-12.677325334540908,3.527715443264063e-23
Weight_GSM,"Control,1 mo - Treated,1 mo",-3.220794919280775,0.8364221775593572,109,-3.8506809189097684,1.9912737769702115e-4
Weight_GSM,"Control,1 mo - Control,3 mo",-7.78240488450618,1.0865442810826504,109,-7.162528964536691,9.823739512168059e-11
Weight_GSM,"Control,1 mo - Treated,3 mo",-7.529987283461636,0.8479595801947495,109,-8.880125255182842,1.5193982921258194e-14
Weight_GSM,"Treated,1 mo - Control,3 mo",-4.561609965225404,0.9114699365293688,109,-5.004674079097751,2.1633210787210962e-006
Weight_GSM,"Treated,1 mo - Treated,3 mo",-4.309192364180861,0.6076466243529121,109,-7.091609154859958,1.395747183612431e-10
Weight_GSM,"Control,3 mo - Treated,3 mo",0.2524176010445441,0.9220687803671538,109,0.2737513799610862,0.7847937597014258
Number_BM,"Control,48 h - Treated,48 h",-1.301450784721296,0.5559592354443469,108,-2.340910451251196,0.02107254912175414
Number_BM,"Control,48 h - Control,1 mo",0.7662562482904246,0.6809082223132514,108,1.1253443903015594,0.2629377859346293
Number_BM,"Control,48 h - Treated,1 mo",-4.470156625692172,0.5559592354443462,108,-8.040439551506745,1.228079098879265e-12
Number_BM,"Control,48 h - Control,3 mo",-0.5033928761006748,0.7222122320450652,108,-0.6970151622539449,0.48729094343072743
Number_BM,"Control,48 h - Treated,3 mo",-2.9992094068629007,0.5665498867927993,108,-5.293813443051278,6.349491071950449e-7
Number_BM,"Treated,48 h - Control,1 mo",2.0677070330117204,0.5559592354443452,108,3.7191702218223335,3.1890357122158364e-4
Number_BM,"Treated,48 h - Treated,1 mo",-3.1687058409708766,0.39312254544598585,108,-8.060351352721513,1.1093722994926063e-12
Number_BM,"Treated,48 h - Control,3 mo",0.7980579086206211,0.6058425310075091,108,1.3172695342029885,0.19053619168198044
Number_BM,"Treated,48 h - Treated,3 mo",-1.6977586221416048,0.40796254544627336,108,-4.16155512581287,6.37011283275229e-5
Number_BM,"Control,1 mo - Treated,1 mo",-5.236412873982597,0.5559592354443454,108,-9.418699322077888,9.783482381212914e-16
Number_BM,"Control,1 mo - Control,3 mo",-1.2696491243910994,0.7222122320450652,108,-1.7580000283239108,0.0815805802005235
Number_BM,"Control,1 mo - Treated,3 mo",-3.765465655153325,0.5665498867927978,108,-6.646309076980638,1.265384082250182e-9
Number_BM,"Treated,1 mo - Control,3 mo",3.9667637495914976,0.6058425310075087,108,6.547516139209999,2.033938300741529e-9
