key,term,estimate,std.error,statistic,p.value
Number_GSM,(Intercept),437.70378165974296,70.2903191583127,6.22708485181176,8.518498887484821e-9
Number_GSM,Time_in_bath60 sec,130.88091771323644,76.25085466045005,1.7164518128492798,0.08884390482239242
Number_GSM,acetic_acid,56.754263997375446,26.057107566387128,2.1780722918988413,0.03149725798808604
Weight_GSM,(Intercept),642.4000000000002,61.76237502497911,10.401154420311535,3.205498953988681e-18
Number_BM,(Intercept),205.57199010045056,94.52354794772063,2.174823042128602,0.03174631957807332
Number_BM,acetic_acid,151.24894453341113,41.9786551317451,3.6029964289883516,4.7063694590577246e-4
Weight_BM_4mm,(Intercept),37.00034782608696,9.460105485057364,3.9111982297164203,1.5649455700806695e-4
Weight_fouling,(Intercept),58.681415929203496,6.19102090168563,9.478471622220868,5.286066646574721e-16
