key,contrast,estimate,SE,df,t.ratio,p.value
GSM biomass (g),20 | 25 - 30 | 30,0.14732930863779348,0.15743843905143565,83,0.9357899476484298,0.997212275500442
GSM biomass (g),20 | 25 - 45 | 0,0.25599511263107005,0.16175999675352964,83,1.582561311627154,0.8851174760162239
GSM biomass (g),20 | 25 - 60 | 0,0.025515097865243058,0.15743843905143556,83,0.1620639662014637,0.99999999983397
GSM biomass (g),20 | 40 - 30 | 15,-0.004411168593404291,0.1529948614568583,83,-0.02883213561161437,1
GSM biomass (g),20 | 40 - 30 | 30,-0.17934870597677938,0.15299486145685834,83,-1.1722531349678846,0.9838212567110881
GSM biomass (g),20 | 40 - 45 | 0,-0.07068290198350283,0.15743843905143554,83,-0.4489558103431815,0.9999963492760248
GSM biomass (g),20 | 40 - 60 | 0,-0.3011629167493298,0.15299486145685823,83,-1.9684511877168651,0.6706496614359776
GSM biomass (g),30 | 15 - 30 | 30,-0.17493753738337509,0.15299486145685834,83,-1.1434209993562703,0.986541959923303
GSM biomass (g),30 | 15 - 45 | 0,-0.06627173339009854,0.1574384390514356,83,-0.4209374393533422,0.9999980321712412
GSM biomass (g),30 | 15 - 60 | 0,-0.29675174815592553,0.15299486145685828,83,-1.93961905210525,0.6897600459551915
GSM biomass (g),30 | 30 - 45 | 0,0.10866580399327654,0.15743843905143556,83,0.6902113908648136,0.9997992382271466
GSM biomass (g),30 | 30 - 60 | 0,-0.12181421077255043,0.15299486145685834,83,-0.796198052748979,0.999289628010215
GSM biomass (g),45 | 0 - 60 | 0,-0.23048001476582697,0.15743843905143554,83,-1.4639373723117806,0.9273198381497378
Fouling biomass (g),0 | 0 - 0 | 45,0.516080866873436,0.3774099106474743,83,1.3674279670824265,0.952814886110143
Fouling biomass (g),0 | 0 - 0 | 60,0.510471601631537,0.37621085647795316,83,1.3568763177397882,0.9551521647753998
Fouling biomass (g),0 | 0 - 10 | 35,0.6445634888082337,0.36616005926570416,83,1.760332599084779,0.7992317401575987
Fouling biomass (g),0 | 0 - 10 | 50,0.3657637068615722,0.36616005926570466,83,0.998917543314453,0.9952660391502552
Fouling biomass (g),0 | 0 - 20 | 25,0.7654783045214346,0.37621085647795294,83,2.034705515113953,0.6257541981734845
Fouling biomass (g),0 | 0 - 20 | 40,0.5719342551982703,0.36616005926570433,83,1.5619788142519548,0.8933256907251226
Fouling biomass (g),0 | 0 - 30 | 15,0.9097612803714406,0.3661600592657047,83,2.4845999921342337,0.32863560960811355
Fouling biomass (g),0 | 0 - 30 | 30,1.0153036496312606,0.36616005926570455,83,2.7728410675575734,0.1871094185951181
Fouling biomass (g),0 | 0 - 45 | 0,0.677853580483378,0.376210856477953,83,1.801791651706633,0.7756542196957947
Fouling biomass (g),0 | 0 - 60 | 0,0.6688293608350563,0.36616005926570444,83,1.8266038141252308,0.7609887713602712
Fouling biomass (g),0 | 45 - 0 | 60,-0.005609265241898975,0.3774099106474748,83,-0.01486252767521622,1
Fouling biomass (g),0 | 45 - 10 | 35,0.1284826219347977,0.36739191760914375,83,0.3497154286107245,0.9999996727453323
Fouling biomass (g),0 | 45 - 10 | 50,-0.15031716001186374,0.36739191760914425,83,-0.40914661647995493,0.999998503025405
Fouling biomass (g),0 | 45 - 20 | 25,0.2493974376479986,0.37740991064747476,83,0.6608131652402524,0.9998645235242525
Fouling biomass (g),0 | 45 - 20 | 40,0.05585338832483437,0.36739191760914397,83,0.15202672037073753,0.9999999999121079
Fouling biomass (g),0 | 45 - 30 | 15,0.39368041349800453,0.36739191760914414,83,1.0715543664104985,0.9917780025715299
Fouling biomass (g),0 | 45 - 30 | 30,0.49922278275782456,0.36739191760914414,83,1.3588289748086697,0.9547260209193159
Fouling biomass (g),0 | 45 - 45 | 0,0.161772713609942,0.3774099106474746,83,0.42863928329918244,0.9999976576604257
Fouling biomass (g),0 | 45 - 60 | 0,0.15274849396162032,0.367391917609144,83,0.41576443748586855,0.9999982528723919
Fouling biomass (g),0 | 60 - 10 | 35,0.13409188717669668,0.3661600592657043,83,0.3662111248441568,0.999999487771989
Fouling biomass (g),0 | 60 - 10 | 50,-0.14470789476996476,0.3661600592657046,83,-0.39520393092616707,0.9999989286570476
Fouling biomass (g),0 | 60 - 20 | 25,0.2550067028898976,0.37621085647795316,83,0.6778291973741634,0.9998294610365928
Fouling biomass (g),0 | 60 - 20 | 40,0.06146265356673335,0.36616005926570444,83,0.16785734001133343,0.9999999997645825
Fouling biomass (g),0 | 60 - 30 | 15,0.3992896787399035,0.3661600592657045,83,1.0904785178936145,0.9905929270014362
Fouling biomass (g),0 | 60 - 30 | 30,0.5048320479997236,0.36616005926570455,83,1.378719593316953,0.9502189581575954
Fouling biomass (g),0 | 60 - 45 | 0,0.16738197885184097,0.37621085647795316,83,0.4449153339668441,0.9999966517756964
Fouling biomass (g),0 | 60 - 60 | 0,0.1583577592035193,0.36616005926570444,83,0.43248233988460993,0.9999974481442144
Fouling biomass (g),10 | 35 - 10 | 50,-0.27879978194666144,0.355825476141118,83,-0.7835295689623172,0.9993821783048173
Fouling biomass (g),10 | 35 - 20 | 25,0.1209148157132009,0.36616005926570416,83,0.3302239352803333,0.9999998128869363
Fouling biomass (g),10 | 35 - 20 | 40,-0.07262923360996332,0.3558254761411179,83,-0.20411476546766164,0.9999999983600998
Fouling biomass (g),10 | 35 - 30 | 15,0.26519779156320683,0.3558254761411179,83,0.7453029907786345,0.9996017836621363
Fouling biomass (g),10 | 35 - 30 | 30,0.3707401608230269,0.355825476141118,83,1.041915730272202,0.9933905911956011
Fouling biomass (g),10 | 35 - 45 | 0,0.033290091675144295,0.3661600592657043,83,0.09091677487136116,0.9999999999996393
Fouling biomass (g),10 | 35 - 60 | 0,0.02426587202682265,0.35582547614111776,83,0.06819599397430155,1
Fouling biomass (g),10 | 50 - 20 | 25,0.39971459765986234,0.36616005926570444,83,1.091638991050657,0.9905160418440717
Fouling biomass (g),10 | 50 - 20 | 40,0.20617054833669812,0.35582547614111804,83,0.5794148034946555,0.9999594875676006
Fouling biomass (g),10 | 50 - 30 | 15,0.5439975735098683,0.3558254761411182,83,1.5288325597409507,0.9057600415417395
Fouling biomass (g),10 | 50 - 30 | 30,0.6495399427696883,0.35582547614111815,83,1.825445299234518,0.7616822793349591
Fouling biomass (g),10 | 50 - 45 | 0,0.31208987362180574,0.36616005926570444,83,0.8523318306416849,0.9987241258938602
Fouling biomass (g),10 | 50 - 60 | 0,0.30306565397348406,0.35582547614111815,83,0.8517255629366182,0.99873182413307
Fouling biomass (g),20 | 25 - 20 | 40,-0.1935440493231642,0.36616005926570444,83,-0.5285777201131562,0.9999828214450543
Fouling biomass (g),20 | 25 - 30 | 15,0.14428297585000593,0.36616005926570444,83,0.394043457769125,0.9999989586671931
Fouling biomass (g),20 | 25 - 30 | 30,0.24982534510982599,0.3661600592657045,83,0.6822845331924635,0.9998190751081684
Fouling biomass (g),20 | 25 - 45 | 0,-0.0876247240380566,0.37621085647795305,83,-0.2329138634073194,0.9999999939462356
Fouling biomass (g),20 | 25 - 60 | 0,-0.09664894368637825,0.36616005926570433,83,-0.26395272023987976,0.9999999792036003
Fouling biomass (g),20 | 40 - 30 | 15,0.33782702517317015,0.3558254761411179,83,0.9494177562462961,0.9968614659337547
Fouling biomass (g),20 | 40 - 30 | 30,0.4433693944329902,0.35582547614111804,83,1.2460304957398634,0.9749081415228252
Fouling biomass (g),20 | 40 - 45 | 0,0.10591932528510761,0.3661600592657043,83,0.2892705597041844,0.9999999488192522
Fouling biomass (g),20 | 40 - 60 | 0,0.09689510563678597,0.3558254761411179,83,0.27231075944196315,0.9999999717354684
Fouling biomass (g),30 | 15 - 30 | 30,0.10554236925982005,0.3558254761411181,83,0.2966127394935674,0.9999999345487731
Fouling biomass (g),30 | 15 - 45 | 0,-0.23190769988806254,0.36616005926570433,83,-0.6333506181780971,0.9999079806679927
Fouling biomass (g),30 | 15 - 60 | 0,-0.24093191953638418,0.35582547614111804,83,-0.6771069968043327,0.9998310949510022
Fouling biomass (g),30 | 30 - 45 | 0,-0.3374500691478826,0.36616005926570433,83,-0.921591693601436,0.9975425070033096
Fouling biomass (g),30 | 30 - 60 | 0,-0.34647428879620423,0.35582547614111804,83,-0.9737197362979002,0.9961453655643537
Fouling biomass (g),45 | 0 - 60 | 0,-0.009024219648321646,0.36616005926570433,83,-0.024645559830907757,1
