key,contrast,estimate,SE,df,t.ratio,p.value
GSM (no. ind.),Control - 10 | 35,0.32542246016289994,0.7895239457574434,96,0.41217554187124783,0.6811297031956234
GSM (no. ind.),Control - 10 | 50,1.131611336794827,0.7895239457574424,96,1.4332831105067974,0.15502574850470205
GSM (no. ind.),Control - 20 | 25,-0.47265296578042626,0.8209079093259761,96,-0.5757685611392245,0.5661188997670077
GSM (no. ind.),Control - 20 | 40,0.29610556000270194,0.789523945757443,96,0.3750431656871764,0.7084556611374011
GSM (no. ind.),Control - 30 | 15,0.5349550552767236,0.7895239457574443,96,0.6775665996596273,0.49967624014086653
GSM (no. ind.),Control - 30 | 30,-0.38327300827443067,0.789523945757443,96,-0.4854482379337226,0.6284644864940622
GSM (no. ind.),Control - 45 | 0,0.42693558470093634,0.8209079093259792,96,0.5200773190886652,0.6042069537231634
GSM (no. ind.),Control - 60 | 0,-0.07641815234215943,0.789523945757443,96,-0.0967901641904558,0.9230948153505447
GSM (no. ind.),10 | 35 - 10 | 50,0.8061888766319272,0.9538087984768379,96,0.845231117514696,0.40008349579226443
GSM (no. ind.),10 | 35 - 20 | 25,-0.7980754259433263,0.9799453855809384,96,-0.8144080656803189,0.4174268721939588
GSM (no. ind.),10 | 35 - 20 | 40,-0.029316900160198,0.9538087984768381,96,-0.0307366635818572,0.9755433628629082
GSM (no. ind.),10 | 35 - 30 | 15,0.20953259511382366,0.9538087984768386,96,0.21967987236900263,0.8265869207206441
GSM (no. ind.),10 | 35 - 30 | 30,-0.7086954684373306,0.9538087984768381,96,-0.7430162833149209,0.4592862329431636
GSM (no. ind.),10 | 35 - 45 | 0,0.1015131245380364,0.9799453855809399,96,0.1035905939572913,0.9177103536675247
GSM (no. ind.),10 | 35 - 60 | 0,-0.40184061250505937,0.9538087984768382,96,-0.4213010124741657,0.6744770851917589
GSM (no. ind.),10 | 50 - 20 | 25,-1.6042643025752534,0.979945385580938,96,-1.6370956240833792,0.10488459176868677
GSM (no. ind.),10 | 50 - 20 | 40,-0.8355057767921251,0.9538087984768377,96,-0.8759677810965533,0.3832341137468881
GSM (no. ind.),10 | 50 - 30 | 15,-0.5966562815181035,0.9538087984768384,96,-0.6255512451456928,0.5330936405194687
GSM (no. ind.),10 | 50 - 30 | 30,-1.5148843450692577,0.9538087984768379,96,-1.588247400829617,0.11551865381953419
GSM (no. ind.),10 | 50 - 45 | 0,-0.7046757520938907,0.9799453855809396,96,-0.7190969644457673,0.47382797825357503
GSM (no. ind.),10 | 50 - 60 | 0,-1.2080294891369865,0.9538087984768379,96,-1.2665321299888619,0.20838705267417745
GSM (no. ind.),20 | 25 - 20 | 40,0.7687585257831282,0.9799453855809382,96,0.7844911941979167,0.43468348899809517
GSM (no. ind.),20 | 25 - 30 | 15,1.0076080210571499,0.9799453855809388,96,1.0282287522174636,0.30642599621557787
GSM (no. ind.),20 | 25 - 30 | 30,0.08937995750599559,0.9799453855809382,96,0.0912091212644557,0.9275164749926137
GSM (no. ind.),20 | 25 - 45 | 0,0.8995885504813625,1.0054027518317825,96,0.8947544144298064,0.3731562581607264
GSM (no. ind.),20 | 25 - 60 | 0,0.39623481343826683,0.9799453855809382,96,0.40434377187598886,0.6868593727935379
GSM (no. ind.),20 | 40 - 30 | 15,0.23884949527402166,0.9538087984768385,96,0.25041653595085983,0.8028003851798334
GSM (no. ind.),20 | 40 - 30 | 30,-0.6793785682771326,0.9538087984768381,96,-0.7122796197330636,0.47801918598719884
GSM (no. ind.),20 | 40 - 45 | 0,0.1308300246982344,0.9799453855809397,96,0.13350746543969347,0.8940715314438676
GSM (no. ind.),20 | 40 - 60 | 0,-0.37252371234486137,0.9538087984768381,96,-0.3905643488923085,0.696984621768372
GSM (no. ind.),30 | 15 - 30 | 30,-0.9182280635511543,0.9538087984768386,96,-0.9626961556839231,0.3381187011894987
GSM (no. ind.),30 | 15 - 45 | 0,-0.10801947057578726,0.9799453855809405,96,-0.11023009257985346,0.9124570084993043
GSM (no. ind.),30 | 15 - 60 | 0,-0.611373207618883,0.9538087984768386,96,-0.6409808848431681,0.523062349236382
GSM (no. ind.),30 | 30 - 45 | 0,0.8102085929753671,0.9799453855809398,96,0.8267895383731534,0.41040666345473575
GSM (no. ind.),30 | 30 - 60 | 0,0.30685485593227124,0.953808798476838,96,0.32171527084075524,0.7483678600180145
GSM (no. ind.),45 | 0 - 60 | 0,-0.5033537370430958,0.9799453855809398,96,-0.5136548877616208,0.6086735237477952
GSM biomass (g),Control - 10 | 35,0.11657867831168235,0.5198909544698567,96,0.2242367890985139,0.8230496092036433
GSM biomass (g),Control - 10 | 50,0.3004157101068566,0.519890954469856,96,0.5778436949594496,0.5647225868226198
GSM biomass (g),Control - 20 | 25,-0.08619683991924963,0.5405568745630571,96,-0.15945933531772075,0.8736420049499125
GSM biomass (g),Control - 20 | 40,0.10021827532008427,0.5198909544698563,96,0.1927678765295675,0.8475479848620753
GSM biomass (g),Control - 30 | 15,0.09391754248818239,0.5198909544698572,96,0.18064854116177478,0.8570242699103354
GSM biomass (g),Control - 30 | 30,-0.08332235050245976,0.5198909544698563,96,-0.16026889828738278,0.8730060107760127
GSM biomass (g),Control - 45 | 0,0.180332947221052,0.5405568745630592,96,0.33360587147618465,0.7394045653061379
GSM biomass (g),Control - 60 | 0,-0.20796167491128514,0.5198909544698563,96,-0.4000101812183826,0.6900376951375362
GSM biomass (g),10 | 35 - 10 | 50,0.18383703179517424,0.6280703318581967,96,0.29270134644201,0.7703821510282641
