key,contrast,estimate,SE,df,t.ratio,p.value
GSM biomass (g),10 | 35 - 60 | 0,-0.32454035322296654,0.1538926376836713,87,-2.108875109997557,0.03782973987949468
GSM biomass (g),10 | 50 - 20 | 25,-0.5311694954010014,0.15862890004367122,87,-3.3485039312178815,0.0012023278172238314
GSM biomass (g),10 | 50 - 20 | 40,-0.20019743478677396,0.1538926376836712,87,-1.3008902686968236,0.19673104609262906
GSM biomass (g),10 | 50 - 30 | 15,-0.20649816761867623,0.1538926376836713,87,-1.341832661567192,0.18314197355017586
GSM biomass (g),10 | 50 - 30 | 30,-0.38373806060931737,0.1538926376836712,87,-2.493543982254025,0.014539674360164238
GSM biomass (g),10 | 50 - 45 | 0,-0.27882100086927897,0.15862890004367144,87,-1.7576935904650284,0.08231706828337092
GSM biomass (g),10 | 50 - 60 | 0,-0.5083773850181422,0.15389263768367126,87,-3.303454880428523,0.0013874534276243653
GSM biomass (g),20 | 25 - 20 | 40,0.33097206061422746,0.15862890004367122,87,2.0864549935296117,0.03986458863044981
GSM biomass (g),20 | 25 - 30 | 15,0.32467132778232516,0.15862890004367133,87,2.0467350381484177,0.043701939573531585
GSM biomass (g),20 | 25 - 30 | 30,0.14743143479168408,0.15862890004367125,87,0.9294109380516132,0.3552477860078488
GSM biomass (g),20 | 25 - 45 | 0,0.2523484945317224,0.16322779152121253,87,1.5459897617920542,0.12573703344222273
GSM biomass (g),20 | 25 - 60 | 0,0.022792110382859197,0.15862890004367125,87,0.14368195440165332,0.8860839078839923
GSM biomass (g),20 | 40 - 30 | 15,-0.006300732831902276,0.1538926376836713,87,-0.04094239287036934,0.9674356342120859
GSM biomass (g),20 | 40 - 30 | 30,-0.18354062582254338,0.15389263768367126,87,-1.192653713557201,0.2362476948146758
GSM biomass (g),20 | 40 - 45 | 0,-0.07862356608250501,0.1586289000436714,87,-0.49564465277676084,0.621394854260773
GSM biomass (g),20 | 40 - 60 | 0,-0.30817995023136824,0.1538926376836712,87,-2.0025646117317004,0.04833782384522201
GSM biomass (g),30 | 15 - 30 | 30,-0.1772398929906411,0.15389263768367137,87,-1.1517113206868308,0.25259489555127035
GSM biomass (g),30 | 15 - 45 | 0,-0.07232283325060272,0.15862890004367153,87,-0.45592469739556785,0.6495801442538349
GSM biomass (g),30 | 15 - 60 | 0,-0.301879217399466,0.15389263768367137,87,-1.961622218861329,0.05300393655731939
GSM biomass (g),30 | 30 - 45 | 0,0.10491705974003837,0.15862890004367144,87,0.6613994027012361,0.5101040873905687
GSM biomass (g),30 | 30 - 60 | 0,-0.12463932440882487,0.15389263768367126,87,-0.8099108981744986,0.4202011285391184
GSM biomass (g),45 | 0 - 60 | 0,-0.22955638414886326,0.15862890004367142,87,-1.4471283863511952,0.15145467331964138
Fouling biomass (g),Control - 10 | 35,0.2948131243222245,0.29201520883851595,87,1.0095814032934696,0.3154955409557884
Fouling biomass (g),Control - 10 | 50,0.013458071426529994,0.29201520883851556,87,0.046086885268952923,0.9633466233179242
Fouling biomass (g),Control - 20 | 25,0.4110632400844678,0.30503813735114527,87,1.3475798260965368,0.1812924883067411
Fouling biomass (g),Control - 20 | 40,0.22362304339121963,0.2920152088385157,87,0.765792454032362,0.4458724809915383
Fouling biomass (g),Control - 30 | 15,0.5524980828709265,0.2920152088385162,87,1.8920181762740198,0.06181481433996268
Fouling biomass (g),Control - 30 | 30,0.668098364524966,0.2920152088385157,87,2.287888932848097,0.024568780454786773
Fouling biomass (g),Control - 45 | 0,0.33604749142310314,0.3050381373511462,87,1.1016573020712501,0.2736491566073098
Fouling biomass (g),Control - 60 | 0,0.32704802260659854,0.2920152088385157,87,1.119969141016405,0.26580925665923966
